source,metaedge,target
Compound::DB00584,CtD,Disease::DOID:3393
Compound::DB00343,CtD,Disease::DOID:10763
Compound::DB00790,CtD,Disease::DOID:3393
Compound::DB00722,CtD,Disease::DOID:10763
Compound::DB00178,CtD,Disease::DOID:3393
Compound::DB00571,CtD,Disease::DOID:10763
Compound::DB00542,CtD,Disease::DOID:10763
Compound::DB00373,CtD,Disease::DOID:1686
Compound::DB00796,CtD,Disease::DOID:10763
Compound::DB08882,CtD,Disease::DOID:9352
Compound::DB01083,CtD,Disease::DOID:9352
Compound::DB00790,CtD,Disease::DOID:10763
Compound::DB00966,CtD,Disease::DOID:10763
Compound::DB00903,CtD,Disease::DOID:10763
Compound::DB00590,CtD,Disease::DOID:10763
Compound::DB01018,CtD,Disease::DOID:10763
Compound::DB00999,CtD,Disease::DOID:585
Compound::DB00524,CtD,Disease::DOID:10763
Compound::DB00700,CtD,Disease::DOID:10763
Compound::DB00373,CtD,Disease::DOID:10763
Compound::DB00175,CtD,Disease::DOID:1936
Compound::DB00373,CtD,Disease::DOID:3393
Compound::DB00214,CtD,Disease::DOID:10763
Compound::DB00275,CtD,Disease::DOID:10763
Compound::DB00627,CtD,Disease::DOID:1936
Compound::DB00912,CtD,Disease::DOID:9352
Compound::DB00758,CtD,Disease::DOID:3393
Compound::DB00945,CtD,Disease::DOID:13378
Compound::DB00175,CtD,Disease::DOID:3393
Compound::DB00598,CtD,Disease::DOID:10763
Compound::DB00887,CtD,Disease::DOID:10763
Compound::DB00695,CtD,Disease::DOID:10763
Compound::DB01193,CtD,Disease::DOID:10763
Compound::DB00381,CtD,Disease::DOID:10763
Compound::DB00657,CtD,Disease::DOID:10763
Compound::DB01359,CtD,Disease::DOID:10763
Compound::DB00175,CbG,Gene::1577
Compound::DB01115,CbG,Gene::8912
Compound::DB00575,CbG,Gene::148
Compound::DB00381,CbG,Gene::1558
Compound::DB00594,CbG,Gene::6339
Compound::DB00492,CbG,Gene::1636
Compound::DB01029,CbG,Gene::1576
Compound::DB04861,CbG,Gene::3350
Compound::DB00945,CbG,Gene::5743
Compound::DB00774,CbG,Gene::768
Compound::DB01076,CbG,Gene::28234
Compound::DB01136,CbG,Gene::7498
Compound::DB00270,CbG,Gene::779
Compound::DB00214,CbG,Gene::1557
Compound::DB00973,CbG,Gene::6646
Compound::DB00839,CbG,Gene::3767
Compound::DB01244,CbG,Gene::1565
Compound::DB00381,CbG,Gene::775
Compound::DB00796,CbG,Gene::1559
Compound::DB00661,CbG,Gene::775
Compound::DB00661,CbG,Gene::8912
Compound::DB00887,CbG,Gene::6579
Compound::DB00880,CbG,Gene::762
Compound::DB01098,CbG,Gene::1577
Compound::DB00808,CbG,Gene::771
Compound::DB00731,CbG,Gene::5468
Compound::DB01016,CbG,Gene::10060
Compound::DB00758,CbG,Gene::64805
Compound::DB00641,CbG,Gene::1565
Compound::DB01132,CbG,Gene::1565
Compound::DB00331,CbG,Gene::4538
Compound::DB01076,CbG,Gene::3156
Compound::DB00331,CbG,Gene::5564
Compound::DB00800,CbG,Gene::1816
Compound::DB00575,CbG,Gene::146
Compound::DB00912,CbG,Gene::3767
Compound::DB00622,CbG,Gene::781
Compound::DB00774,CbG,Gene::766
Compound::DB00678,CbG,Gene::10599
Compound::DB00758,CbG,Gene::1558
Compound::DB00731,CbG,Gene::1565
Compound::DB00571,CbG,Gene::155
Compound::DB00887,CbG,Gene::6557
Compound::DB01115,CbG,Gene::801
Compound::DB01241,CbG,Gene::1558
Compound::DB01136,CbG,Gene::1543
Compound::DB00343,CbG,Gene::1557
Compound::DB01244,CbG,Gene::3784
Compound::DB01197,CbG,Gene::2147
Compound::DB00584,CbG,Gene::9376
Compound::DB00214,CbG,Gene::5742
Compound::DB00264,CbG,Gene::153
Compound::DB00412,CbG,Gene::1544
Compound::DB00275,CbG,Gene::185
Compound::DB00700,CbG,Gene::1576
Compound::DB00331,CbG,Gene::126328
Compound::DB00227,CbG,Gene::1551
Compound::DB08860,CbG,Gene::10599
Compound::DB01016,CbG,Gene::5243
Compound::DB00575,CbG,Gene::1576
Compound::DB00796,CbG,Gene::1558
Compound::DB01016,CbG,Gene::6833
Compound::DB00774,CbG,Gene::771
Compound::DB00661,CbG,Gene::6583
Compound::DB08860,CbG,Gene::3156
Compound::DB00973,CbG,Gene::8714
Compound::DB01132,CbG,Gene::1576
Compound::DB01067,CbG,Gene::6833
Compound::DB00627,CbG,Gene::11309
Compound::DB01244,CbG,Gene::476
Compound::DB01244,CbG,Gene::5243
Compound::DB00774,CbG,Gene::6559
Compound::DB00175,CbG,Gene::28234
Compound::DB00661,CbG,Gene::785
Compound::DB00421,CbG,Gene::6579
Compound::DB00491,CbG,Gene::8972
Compound::DB01098,CbG,Gene::4363
Compound::DB00590,CbG,Gene::5243
Compound::DB00691,CbG,Gene::6565
Compound::DB00691,CbG,Gene::59272
Compound::DB00973,CbG,Gene::54659
Compound::DB00571,CbG,Gene::1544
Compound::DB00331,CbG,Gene::91942
Compound::DB00590,CbG,Gene::146
Compound::DB08860,CbG,Gene::6554
Compound::DB00903,CbG,Gene::476
Compound::DB00887,CbG,Gene::5743
Compound::DB00731,CbG,Gene::1577
Compound::DB00973,CbG,Gene::64240
Compound::DB00436,CbG,Gene::759
Compound::DB00594,CbG,Gene::5328
Compound::DB01136,CbG,Gene::6401
Compound::DB00381,CbG,Gene::781
Compound::DB08860,CbG,Gene::1244
Compound::DB00731,CbG,Gene::6565
Compound::DB01115,CbG,Gene::1543
Compound::DB00381,CbG,Gene::774
Compound::DB00945,CbG,Gene::3309
Compound::DB01098,CbG,Gene::213
Compound::DB00350,CbG,Gene::10060
Compound::DB00331,CbG,Gene::4715
Compound::DB00373,CbG,Gene::153
Compound::DB00571,CbG,Gene::153
Compound::DB00436,CbG,Gene::762
Compound::DB00384,CbG,Gene::6339
Compound::DB00584,CbG,Gene::1636
Compound::DB01023,CbG,Gene::5153
Compound::DB01193,CbG,Gene::154
Compound::DB00731,CbG,Gene::6833
Compound::DB00695,CbG,Gene::9376
Compound::DB01275,CbG,Gene::8639
Compound::DB08860,CbG,Gene::5004
Compound::DB00542,CbG,Gene::1636
Compound::DB00661,CbG,Gene::1562
Compound::DB00678,CbG,Gene::185
Compound::DB00373,CbG,Gene::155
Compound::DB00622,CbG,Gene::1128
Compound::DB01200,CbG,Gene::3350
Compound::DB00264,CbG,Gene::154
Compound::DB00678,CbG,Gene::213
Compound::DB00331,CbG,Gene::4729
Compound::DB00661,CbG,Gene::1557
Compound::DB00774,CbG,Gene::476
Compound::DB01029,CbG,Gene::5742
Compound::DB00678,CbG,Gene::1559
Compound::DB00590,CbG,Gene::1565
Compound::DB08882,CbG,Gene::5243
Compound::DB00622,CbG,Gene::1559
Compound::DB01244,CbG,Gene::801
Compound::DB00491,CbG,Gene::2548
Compound::DB01124,CbG,Gene::3767
Compound::DB00695,CbG,Gene::6557
Compound::DB00381,CbG,Gene::100861540
Compound::DB00519,CbG,Gene::1066
Compound::DB00641,CbG,Gene::54658
Compound::DB00968,CbG,Gene::1644
Compound::DB00412,CbG,Gene::5742
Compound::DB00331,CbG,Gene::4706
Compound::DB00731,CbG,Gene::100861540
Compound::DB01115,CbG,Gene::783
Compound::DB00492,CbG,Gene::6565
Compound::DB01076,CbG,Gene::1803
Compound::DB01115,CbG,Gene::1559
Compound::DB00973,CbG,Gene::64241
Compound::DB00722,CbG,Gene::5243
Compound::DB00903,CbG,Gene::2939
Compound::DB00457,CbG,Gene::150
Compound::DB01359,CbG,Gene::154
Compound::DB00973,CbG,Gene::5243
Compound::DB00331,CbG,Gene::4717
Compound::DB00384,CbG,Gene::6337
Compound::DB00800,CbG,Gene::148
Compound::DB00876,CbG,Gene::1559
Compound::DB00590,CbG,Gene::147
Compound::DB00968,CbG,Gene::1312
Compound::DB01023,CbG,Gene::9254
Compound::DB00945,CbG,Gene::9356
Compound::DB00594,CbG,Gene::26
Compound::DB00678,CbG,Gene::9356
Compound::DB00222,CbG,Gene::3767
Compound::DB00175,CbG,Gene::1559
Compound::DB01016,CbG,Gene::10864
Compound::DB00222,CbG,Gene::3758
Compound::DB00876,CbG,Gene::1244
Compound::DB01115,CbG,Gene::805
Compound::DB00571,CbG,Gene::1557
Compound::DB01136,CbG,Gene::151
Compound::DB01162,CbG,Gene::146
Compound::DB01016,CbG,Gene::6565
Compound::DB00661,CbG,Gene::6579
Compound::DB00808,CbG,Gene::766
Compound::DB00457,CbG,Gene::3352
Compound::DB00381,CbG,Gene::5243
Compound::DB01076,CbG,Gene::7364
Compound::DB00758,CbG,Gene::1577
Compound::DB01029,CbG,Gene::3725
Compound::DB00343,CbG,Gene::775
Compound::DB01359,CbG,Gene::5004
Compound::DB00384,CbG,Gene::1544
Compound::DB00350,CbG,Gene::5742
Compound::DB01200,CbG,Gene::1813
Compound::DB00594,CbG,Gene::6340
Compound::DB00331,CbG,Gene::4698
Compound::DB01115,CbG,Gene::1571
Compound::DB00177,CbG,Gene::213
Compound::DB01200,CbG,Gene::1576
Compound::DB00695,CbG,Gene::55867
Compound::DB01124,CbG,Gene::1562
Compound::DB00381,CbG,Gene::1577
Compound::DB01023,CbG,Gene::5136
Compound::DB00839,CbG,Gene::3758
Compound::DB01136,CbG,Gene::1571
Compound::DB01197,CbG,Gene::4318
Compound::DB00195,CbG,Gene::153
Compound::DB00966,CbG,Gene::28234
Compound::DB00542,CbG,Gene::4524
Compound::DB00700,CbG,Gene::1551
Compound::DB01076,CbG,Gene::5243
Compound::DB01162,CbG,Gene::147
Compound::DB00331,CbG,Gene::4700
Compound::DB00284,CbG,Gene::8972
Compound::DB01200,CbG,Gene::1544
Compound::DB01275,CbG,Gene::6262
Compound::DB00887,CbG,Gene::6560
Compound::DB00227,CbG,Gene::5446
Compound::DB00945,CbG,Gene::5243
Compound::DB00206,CbG,Gene::8647
Compound::DB00575,CbG,Gene::6581
Compound::DB00881,CbG,Gene::6565
Compound::DB00999,CbG,Gene::760
Compound::DB00627,CbG,Gene::1565
Compound::DB01120,CbG,Gene::1559
Compound::DB00175,CbG,Gene::5243
Compound::DB00887,CbG,Gene::55867
Compound::DB01076,CbG,Gene::1565
Compound::DB01016,CbG,Gene::6579
Compound::DB00672,CbG,Gene::9356
Compound::DB00661,CbG,Gene::778
Compound::DB00401,CbG,Gene::775
Compound::DB00678,CbG,Gene::54659
Compound::DB00331,CbG,Gene::4724
Compound::DB00436,CbG,Gene::6559
Compound::DB01029,CbG,Gene::1544
Compound::DB00571,CbG,Gene::1577
Compound::DB04861,CbG,Gene::153
Compound::DB08860,CbG,Gene::7364
Compound::DB00331,CbG,Gene::4539
Compound::DB00622,CbG,Gene::1555
Compound::DB00622,CbG,Gene::5136
Compound::DB00491,CbG,Gene::23193
Compound::DB01261,CbG,Gene::1558
Compound::DB00695,CbG,Gene::762
Compound::DB01136,CbG,Gene::5742
Compound::DB00731,CbG,Gene::54600
Compound::DB01200,CbG,Gene::1815
Compound::DB00945,CbG,Gene::5742
Compound::DB00457,CbG,Gene::9429
Compound::DB00401,CbG,Gene::776
Compound::DB00999,CbG,Gene::11238
Compound::DB00584,CbG,Gene::1576
Compound::DB00641,CbG,Gene::6579
Compound::DB01120,CbG,Gene::213
Compound::DB01076,CbG,Gene::6579
Compound::DB00731,CbG,Gene::9356
Compound::DB01076,CbG,Gene::1558
Compound::DB00270,CbG,Gene::783
Compound::DB00227,CbG,Gene::1577
Compound::DB00421,CbG,Gene::1558
Compound::DB00275,CbG,Gene::1244
Compound::DB01029,CbG,Gene::1559
Compound::DB00641,CbG,Gene::100861540
Compound::DB00661,CbG,Gene::783
Compound::DB01023,CbG,Gene::805
Compound::DB00622,CbG,Gene::1129
Compound::DB00575,CbG,Gene::147
Compound::DB01197,CbG,Gene::5972
Compound::DB00195,CbG,Gene::1544
Compound::DB00381,CbG,Gene::759
Compound::DB01244,CbG,Gene::808
Compound::DB00331,CbG,Gene::4714
Compound::DB00350,CbG,Gene::3767
Compound::DB00275,CbG,Gene::28234
Compound::DB00331,CbG,Gene::4537
Compound::DB00731,CbG,Gene::6564
Compound::DB00800,CbG,Gene::151
Compound::DB00524,CbG,Gene::766
Compound::DB00641,CbG,Gene::3156
Compound::DB00575,CbG,Gene::1543
Compound::DB00966,CbG,Gene::5468
Compound::DB00774,CbG,Gene::11238
Compound::DB00945,CbG,Gene::1559
Compound::DB00571,CbG,Gene::6582
Compound::DB01203,CbG,Gene::154
Compound::DB01039,CbG,Gene::1576
Compound::DB00758,CbG,Gene::1544
Compound::DB01016,CbG,Gene::213
Compound::DB00457,CbG,Gene::4504
Compound::DB00227,CbG,Gene::3156
Compound::DB01136,CbG,Gene::7412
Compound::DB00968,CbG,Gene::6564
Compound::DB01023,CbG,Gene::781
Compound::DB01023,CbG,Gene::779
Compound::DB00175,CbG,Gene::3156
Compound::DB00195,CbG,Gene::1565
Compound::DB01136,CbG,Gene::3091
Compound::DB01098,CbG,Gene::23657
Compound::DB00672,CbG,Gene::6565
Compound::DB01083,CbG,Gene::5406
Compound::DB00678,CbG,Gene::5243
Compound::DB00343,CbG,Gene::5243
Compound::DB00436,CbG,Gene::3778
Compound::DB00175,CbG,Gene::9429
Compound::DB00790,CbG,Gene::6565
Compound::DB00331,CbG,Gene::4535
Compound::DB01076,CbG,Gene::54659
Compound::DB00722,CbG,Gene::6564
Compound::DB01244,CbG,Gene::5153
Compound::DB00457,CbG,Gene::151
Compound::DB00381,CbG,Gene::1551
Compound::DB00758,CbG,Gene::1576
Compound::DB01244,CbG,Gene::9254
Compound::DB00945,CbG,Gene::4792
Compound::DB01029,CbG,Gene::54659
Compound::DB00731,CbG,Gene::1559
Compound::DB00575,CbG,Gene::6530
Compound::DB01200,CbG,Gene::151
Compound::DB01136,CbG,Gene::1565
Compound::DB00629,CbG,Gene::152
Compound::DB01098,CbG,Gene::1576
Compound::DB00960,CbG,Gene::154
Compound::DB01016,CbG,Gene::3762
Compound::DB01083,CbG,Gene::8513
Compound::DB00331,CbG,Gene::4702
Compound::DB01076,CbG,Gene::1557
Compound::DB00590,CbG,Gene::5004
Compound::DB00310,CbG,Gene::6557
Compound::DB01244,CbG,Gene::5136
Compound::DB00661,CbG,Gene::779
Compound::DB00227,CbG,Gene::1557
Compound::DB01115,CbG,Gene::776
Compound::DB00661,CbG,Gene::776
Compound::DB00672,CbG,Gene::5243
Compound::DB01023,CbG,Gene::1559
Compound::DB00331,CbG,Gene::4704
Compound::DB00695,CbG,Gene::771
Compound::DB00641,CbG,Gene::1559
Compound::DB01098,CbG,Gene::8647
Compound::DB01023,CbG,Gene::7125
Compound::DB00175,CbG,Gene::10599
Compound::DB00641,CbG,Gene::1558
Compound::DB00421,CbG,Gene::5243
Compound::DB00457,CbG,Gene::6582
Compound::DB01098,CbG,Gene::10257
Compound::DB00887,CbG,Gene::23632
Compound::DB01016,CbG,Gene::8647
Compound::DB00800,CbG,Gene::147
Compound::DB00524,CbG,Gene::762
Compound::DB00661,CbG,Gene::10599
Compound::DB00590,CbG,Gene::3757
Compound::DB01067,CbG,Gene::5468
Compound::DB00973,CbG,Gene::29881
Compound::DB00175,CbG,Gene::1576
Compound::DB00264,CbG,Gene::6582
Compound::DB00912,CbG,Gene::5468
Compound::DB00331,CbG,Gene::222962
Compound::DB00571,CbG,Gene::3351
Compound::DB01076,CbG,Gene::11309
Compound::DB01083,CbG,Gene::5321
Compound::DB01193,CbG,Gene::153
Compound::DB00678,CbG,Gene::1636
Compound::DB00421,CbG,Gene::6462
Compound::DB00412,CbG,Gene::1557
Compound::DB00331,CbG,Gene::4719
Compound::DB01124,CbG,Gene::1557
Compound::DB00661,CbG,Gene::4363
Compound::DB00457,CbG,Gene::81033
Compound::DB00457,CbG,Gene::6581
Compound::DB00678,CbG,Gene::1558
Compound::DB00880,CbG,Gene::759
Compound::DB00774,CbG,Gene::3778
Compound::DB00641,CbG,Gene::1577
Compound::DB00436,CbG,Gene::760
Compound::DB00661,CbG,Gene::5243
Compound::DB01162,CbG,Gene::3757
Compound::DB00331,CbG,Gene::4541
Compound::DB01124,CbG,Gene::1558
Compound::DB01016,CbG,Gene::9356
Compound::DB08860,CbG,Gene::1559
Compound::DB01023,CbG,Gene::801
Compound::DB01115,CbG,Gene::3736
Compound::DB00227,CbG,Gene::6579
Compound::DB00808,CbG,Gene::762
Compound::DB00412,CbG,Gene::1558
Compound::DB00695,CbG,Gene::6578
Compound::DB00187,CbG,Gene::154
Compound::DB00627,CbG,Gene::338442
Compound::DB00195,CbG,Gene::154
Compound::DB00800,CbG,Gene::146
Compound::DB01115,CbG,Gene::1577
Compound::DB00381,CbG,Gene::776
Compound::DB00731,CbG,Gene::1576
Compound::DB00381,CbG,Gene::783
Compound::DB00598,CbG,Gene::1565
Compound::DB00796,CbG,Gene::54659
Compound::DB00175,CbG,Gene::1558
Compound::DB00178,CbG,Gene::1636
Compound::DB01023,CbG,Gene::4306
Compound::DB00457,CbG,Gene::6580
Compound::DB01076,CbG,Gene::1551
Compound::DB01115,CbG,Gene::8714
Compound::DB00627,CbG,Gene::6584
Compound::DB00401,CbG,Gene::1577
Compound::DB00661,CbG,Gene::10257
Compound::DB01200,CbG,Gene::147
Compound::DB01115,CbG,Gene::1555
Compound::DB00457,CbG,Gene::1543
Compound::DB00629,CbG,Gene::1544
Compound::DB00590,CbG,Gene::150
Compound::DB00672,CbG,Gene::6833
Compound::DB00571,CbG,Gene::5004
Compound::DB00227,CbG,Gene::1558
Compound::DB00887,CbG,Gene::9356
Compound::DB00491,CbG,Gene::279
Compound::DB00672,CbG,Gene::6564
Compound::DB00691,CbG,Gene::6564
Compound::DB00661,CbG,Gene::6331
Compound::DB00331,CbG,Gene::374291
Compound::DB00590,CbG,Gene::148
Compound::DB00594,CbG,Gene::6548
Compound::DB01076,CbG,Gene::1577
Compound::DB00661,CbG,Gene::8647
Compound::DB00373,CbG,Gene::1557
Compound::DB01018,CbG,Gene::1576
Compound::DB00206,CbG,Gene::6580
Compound::DB01076,CbG,Gene::54658
Compound::DB00657,CbG,Gene::1135
Compound::DB00584,CbG,Gene::9356
Compound::DB01132,CbG,Gene::28234
Compound::DB00343,CbG,Gene::1559
Compound::DB00177,CbG,Gene::1559
Compound::DB00796,CbG,Gene::5742
Compound::DB00571,CbG,Gene::1551
Compound::DB01120,CbG,Gene::7422
Compound::DB00661,CbG,Gene::6532
Compound::DB00331,CbG,Gene::51079
Compound::DB00775,CbG,Gene::3690
Compound::DB00627,CbG,Gene::9123
Compound::DB01098,CbG,Gene::1557
Compound::DB01018,CbG,Gene::150
Compound::DB00678,CbG,Gene::1557
Compound::DB00672,CbG,Gene::5742
Compound::DB01023,CbG,Gene::1565
Compound::DB00887,CbG,Gene::6554
Compound::DB01136,CbG,Gene::3757
Compound::DB00622,CbG,Gene::147
Compound::DB01136,CbG,Gene::7422
Compound::DB00412,CbG,Gene::2182
Compound::DB00641,CbG,Gene::5243
Compound::DB00524,CbG,Gene::11238
Compound::DB00598,CbG,Gene::153
Compound::DB00331,CbG,Gene::4723
Compound::DB00373,CbG,Gene::154
Compound::DB01076,CbG,Gene::196
Compound::DB00331,CbG,Gene::6582
Compound::DB00796,CbG,Gene::5243
Compound::DB00622,CbG,Gene::1133
Compound::DB00384,CbG,Gene::6340
Compound::DB00590,CbG,Gene::81033
Compound::DB01200,CbG,Gene::152
Compound::DB01261,CbG,Gene::1576
Compound::DB08860,CbG,Gene::5243
Compound::DB00758,CbG,Gene::1066
Compound::DB00175,CbG,Gene::10864
Compound::DB00622,CbG,Gene::5153
Compound::DB00903,CbG,Gene::213
Compound::DB00575,CbG,Gene::6580
Compound::DB00310,CbG,Gene::11238
Compound::DB00178,CbG,Gene::6564
Compound::DB01136,CbG,Gene::153
Compound::DB00731,CbG,Gene::10257
Compound::DB00519,CbG,Gene::6565
Compound::DB00264,CbG,Gene::5243
Compound::DB01098,CbG,Gene::3156
Compound::DB01162,CbG,Gene::90134
Compound::DB00945,CbG,Gene::10864
Compound::DB00661,CbG,Gene::774
Compound::DB00808,CbG,Gene::763
Compound::DB00622,CbG,Gene::776
Compound::DB01136,CbG,Gene::150
Compound::DB01241,CbG,Gene::5465
Compound::DB00401,CbG,Gene::1551
Compound::DB00331,CbG,Gene::4728
Compound::DB00887,CbG,Gene::1080
Compound::DB01016,CbG,Gene::1559
Compound::DB01132,CbG,Gene::1557
Compound::DB00284,CbG,Gene::279
Compound::DB00966,CbG,Gene::185
Compound::DB00678,CbG,Gene::116085
Compound::DB00206,CbG,Gene::6570
Compound::DB01200,CbG,Gene::3357
Compound::DB01098,CbG,Gene::28234
Compound::DB00275,CbG,Gene::10599
Compound::DB08860,CbG,Gene::9429
Compound::DB00227,CbG,Gene::3683
Compound::DB00270,CbG,Gene::1576
Compound::DB08860,CbG,Gene::213
Compound::DB00678,CbG,Gene::1576
Compound::DB00966,CbG,Gene::1244
Compound::DB00999,CbG,Gene::759
Compound::DB01115,CbG,Gene::1548
Compound::DB00331,CbG,Gene::4725
Compound::DB00227,CbG,Gene::3066
Compound::DB00966,CbG,Gene::1557
Compound::DB01120,CbG,Gene::1557
Compound::DB00331,CbG,Gene::4694
Compound::DB00310,CbG,Gene::6559
Compound::DB00331,CbG,Gene::56901
Compound::DB00960,CbG,Gene::3351
Compound::DB00968,CbG,Gene::150
Compound::DB00973,CbG,Gene::290
Compound::DB00401,CbG,Gene::781
Compound::DB01136,CbG,Gene::152
Compound::DB01076,CbG,Gene::1555
Compound::DB00206,CbG,Gene::5243
Compound::DB00731,CbG,Gene::6566
Compound::DB00808,CbG,Gene::11238
Compound::DB01124,CbG,Gene::3758
Compound::DB00331,CbG,Gene::4731
Compound::DB00571,CbG,Gene::5243
Compound::DB00758,CbG,Gene::1557
Compound::DB01083,CbG,Gene::26090
Compound::DB00641,CbG,Gene::1576
Compound::DB00627,CbG,Gene::160728
Compound::DB00973,CbG,Gene::9429
Compound::DB00381,CbG,Gene::1544
Compound::DB00264,CbG,Gene::1557
Compound::DB00999,CbG,Gene::3778
Compound::DB00661,CbG,Gene::1558
Compound::DB00774,CbG,Gene::759
Compound::DB00343,CbG,Gene::100861540
Compound::DB01023,CbG,Gene::775
